"cnty_fips","display_name","Value","theme_range"
38027,"""Eddy, (ND)""",102.1,"88.5 - 173.8 (642)"
38029,"""Emmons, (ND)""",77.8,"70.6 - 77.9 (646)"
38031,"""Foster, (ND)""",82,"78.0 - 88.4 (638)"
38033,"""Golden Valley, (ND)""",-1,
38035,"""Grand Forks, (ND)""",59.1,"0.0 - 61.8 (645)"
38037,"""Grant, (ND)""",62.8,"61.9 - 70.5 (645)"
38039,"""Griggs, (ND)""",88.5,"88.5 - 173.8 (642)"
38041,"""Hettinger, (ND)""",44.3,"0.0 - 61.8 (645)"
38043,"""Kidder, (ND)""",72.7,"70.6 - 77.9 (646)"
38045,"""LaMoure, (ND)""",68.4,"61.9 - 70.5 (645)"
38047,"""Logan, (ND)""",63.5,"61.9 - 70.5 (645)"
38049,"""McHenry, (ND)""",56.3,"0.0 - 61.8 (645)"
38051,"""McIntosh, (ND)""",57.9,"0.0 - 61.8 (645)"
38053,"""McKenzie, (ND)""",70.9,"70.6 - 77.9 (646)"
38055,"""McLean, (ND)""",61.3,"0.0 - 61.8 (645)"
38057,"""Mercer, (ND)""",64.5,"61.9 - 70.5 (645)"
38059,"""Morton, (ND)""",78.5,"78.0 - 88.4 (638)"
38061,"""Mountrail, (ND)""",70.6,"70.6 - 77.9 (646)"
38063,"""Nelson, (ND)""",109.8,"88.5 - 173.8 (642)"
38065,"""Oliver, (ND)""",73.6,"70.6 - 77.9 (646)"
38067,"""Pembina, (ND)""",69.6,"61.9 - 70.5 (645)"
38069,"""Pierce, (ND)""",69.3,"61.9 - 70.5 (645)"
38071,"""Ramsey, (ND)""",115.9,"88.5 - 173.8 (642)"
38073,"""Ransom, (ND)""",58.2,"0.0 - 61.8 (645)"
38075,"""Renville, (ND)""",57.6,"0.0 - 61.8 (645)"
38077,"""Richland, (ND)""",56.5,"0.0 - 61.8 (645)"
38079,"""Rolette, (ND)""",76,"70.6 - 77.9 (646)"
38081,"""Sargent, (ND)""",64.2,"61.9 - 70.5 (645)"
38083,"""Sheridan, (ND)""",70.1,"61.9 - 70.5 (645)"
38085,"""Sioux, (ND)""",81.5,"78.0 - 88.4 (638)"
38087,"""Slope, (ND)""",46.1,"0.0 - 61.8 (645)"
38089,"""Stark, (ND)""",52.9,"0.0 - 61.8 (645)"
38091,"""Steele, (ND)""",51,"0.0 - 61.8 (645)"
38093,"""Stutsman, (ND)""",78.8,"78.0 - 88.4 (638)"
38095,"""Towner, (ND)""",73.1,"70.6 - 77.9 (646)"
38097,"""Traill, (ND)""",56.4,"0.0 - 61.8 (645)"
38099,"""Walsh, (ND)""",76.5,"70.6 - 77.9 (646)"
38101,"""Ward, (ND)""",56.2,"0.0 - 61.8 (645)"
38103,"""Wells, (ND)""",70.7,"70.6 - 77.9 (646)"
38105,"""Williams, (ND)""",72.5,"70.6 - 77.9 (646)"
41001,"""Baker, (OR)""",61.3,"0.0 - 61.8 (645)"
41049,"""Morrow, (OR)""",69.1,"61.9 - 70.5 (645)"
41059,"""Umatilla, (OR)""",69.6,"61.9 - 70.5 (645)"
41061,"""Union, (OR)""",63.3,"61.9 - 70.5 (645)"
41063,"""Wallowa, (OR)""",61.3,"0.0 - 61.8 (645)"
46013,"""Brown, (SD)""",67.8,"61.9 - 70.5 (645)"
46019,"""Butte, (SD)""",64.3,"61.9 - 70.5 (645)"
46021,"""Campbell, (SD)""",74.8,"70.6 - 77.9 (646)"
46025,"""Clark, (SD)""",64.5,"61.9 - 70.5 (645)"
46029,"""Codington, (SD)""",61.4,"0.0 - 61.8 (645)"
46031,"""Corson, (SD)""",64.9,"61.9 - 70.5 (645)"
46037,"""Day, (SD)""",67.4,"61.9 - 70.5 (645)"
46039,"""Deuel, (SD)""",63.3,"61.9 - 70.5 (645)"
46041,"""Dewey, (SD)""",47,"0.0 - 61.8 (645)"
46045,"""Edmunds, (SD)""",66,"61.9 - 70.5 (645)"
46049,"""Faulk, (SD)""",68,"61.9 - 70.5 (645)"
46051,"""Grant, (SD)""",73.5,"70.6 - 77.9 (646)"
46057,"""Hamlin, (SD)""",60.1,"0.0 - 61.8 (645)"
46063,"""Harding, (SD)""",73.2,"70.6 - 77.9 (646)"
46089,"""McPherson, (SD)""",64.9,"61.9 - 70.5 (645)"
46091,"""Marshall, (SD)""",67.1,"61.9 - 70.5 (645)"
46105,"""Perkins, (SD)""",62.4,"61.9 - 70.5 (645)"
46107,"""Potter, (SD)""",62.4,"61.9 - 70.5 (645)"
46109,"""Roberts, (SD)""",76.1,"70.6 - 77.9 (646)"
46115,"""Spink, (SD)""",71.8,"70.6 - 77.9 (646)"
46119,"""Sully, (SD)""",62.7,"61.9 - 70.5 (645)"
46129,"""Walworth, (SD)""",65.1,"61.9 - 70.5 (645)"
46137,"""Ziebach, (SD)""",56.6,"0.0 - 61.8 (645)"
53001,"""Adams, (WA)""",77.7,"70.6 - 77.9 (646)"
53003,"""Asotin, (WA)""",75.6,"70.6 - 77.9 (646)"
53005,"""Benton, (WA)""",69.8,"61.9 - 70.5 (645)"
53013,"""Columbia, (WA)""",77.9,"70.6 - 77.9 (646)"
53017,"""Douglas, (WA)""",61.2,"0.0 - 61.8 (645)"
53019,"""Ferry, (WA)""",73.1,"70.6 - 77.9 (646)"
53021,"""Franklin, (WA)""",74.9,"70.6 - 77.9 (646)"
53023,"""Garfield, (WA)""",62.3,"61.9 - 70.5 (645)"
53025,"""Grant, (WA)""",72.3,"70.6 - 77.9 (646)"
53043,"""Lincoln, (WA)""",73.6,"70.6 - 77.9 (646)"
53051,"""Pend Oreille, (WA)""",74.2,"70.6 - 77.9 (646)"
53063,"""Spokane, (WA)""",72.8,"70.6 - 77.9 (646)"
53065,"""Stevens, (WA)""",72.3,"70.6 - 77.9 (646)"
53071,"""Walla Walla, (WA)""",72.8,"70.6 - 77.9 (646)"
53075,"""Whitman, (WA)""",75.2,"70.6 - 77.9 (646)"
56033,"""Sheridan, (WY)""",63,"61.9 - 70.5 (645)"
01003,"""Baldwin, (AL)""",82.5,"78.0 - 88.4 (638)"
01005,"""Barbour, (AL)""",96.1,"88.5 - 173.8 (642)"
01011,"""Bullock, (AL)""",104.6,"88.5 - 173.8 (642)"
01013,"""Butler, (AL)""",116.7,"88.5 - 173.8 (642)"
01023,"""Choctaw, (AL)""",104.3,"88.5 - 173.8 (642)"
01025,"""Clarke, (AL)""",86.5,"78.0 - 88.4 (638)"
01031,"""Coffee, (AL)""",81.2,"78.0 - 88.4 (638)"
01035,"""Conecuh, (AL)""",115.9,"88.5 - 173.8 (642)"
01039,"""Covington, (AL)""",104.4,"88.5 - 173.8 (642)"
01041,"""Crenshaw, (AL)""",100.3,"88.5 - 173.8 (642)"
01045,"""Dale, (AL)""",76,"70.6 - 77.9 (646)"
01053,"""Escambia, (AL)""",104.7,"88.5 - 173.8 (642)"
01061,"""Geneva, (AL)""",81.9,"78.0 - 88.4 (638)"
01067,"""Henry, (AL)""",80.1,"78.0 - 88.4 (638)"
01069,"""Houston, (AL)""",75.4,"70.6 - 77.9 (646)"
01097,"""Mobile, (AL)""",99.6,"88.5 - 173.8 (642)"
01099,"""Monroe, (AL)""",103.3,"88.5 - 173.8 (642)"
01109,"""Pike, (AL)""",97.6,"88.5 - 173.8 (642)"
01129,"""Washington, (AL)""",90.5,"88.5 - 173.8 (642)"
01131,"""Wilcox, (AL)""",114.3,"88.5 - 173.8 (642)"
12001,"""Alachua, (FL)""",75.7,"70.6 - 77.9 (646)"
12003,"""Baker, (FL)""",100.4,"88.5 - 173.8 (642)"
12005,"""Bay, (FL)""",75.5,"70.6 - 77.9 (646)"
12007,"""Bradford, (FL)""",85.3,"78.0 - 88.4 (638)"
12009,"""Brevard, (FL)""",83.8,"78.0 - 88.4 (638)"
12013,"""Calhoun, (FL)""",74.9,"70.6 - 77.9 (646)"
12015,"""Charlotte, (FL)""",52,"0.0 - 61.8 (645)"
12017,"""Citrus, (FL)""",111.5,"88.5 - 173.8 (642)"
12019,"""Clay, (FL)""",95,"88.5 - 173.8 (642)"
12021,"""Collier, (FL)""",75.2,"70.6 - 77.9 (646)"
12023,"""Columbia, (FL)""",80.7,"78.0 - 88.4 (638)"
12027,"""DeSoto, (FL)""",51.2,"0.0 - 61.8 (645)"
12029,"""Dixie, (FL)""",87.8,"78.0 - 88.4 (638)"
12031,"""Duval, (FL)""",105.4,"88.5 - 173.8 (642)"
12033,"""Escambia, (FL)""",99.3,"88.5 - 173.8 (642)"
12035,"""Flagler, (FL)""",92.6,"88.5 - 173.8 (642)"
12037,"""Franklin, (FL)""",71.9,"70.6 - 77.9 (646)"
12039,"""Gadsden, (FL)""",78.9,"78.0 - 88.4 (638)"
12041,"""Gilchrist, (FL)""",80.2,"78.0 - 88.4 (638)"
12043,"""Glades, (FL)""",58.2,"0.0 - 61.8 (645)"
12045,"""Gulf, (FL)""",71.2,"70.6 - 77.9 (646)"
12047,"""Hamilton, (FL)""",83.3,"78.0 - 88.4 (638)"
12049,"""Hardee, (FL)""",97.6,"88.5 - 173.8 (642)"
12051,"""Hendry, (FL)""",64.4,"61.9 - 70.5 (645)"
12053,"""Hernando, (FL)""",60.9,"0.0 - 61.8 (645)"
12055,"""Highlands, (FL)""",85.7,"78.0 - 88.4 (638)"
12057,"""Hillsborough, (FL)""",56.2,"0.0 - 61.8 (645)"
12059,"""Holmes, (FL)""",82.3,"78.0 - 88.4 (638)"
12061,"""Indian River, (FL)""",58.2,"0.0 - 61.8 (645)"
12063,"""Jackson, (FL)""",76,"70.6 - 77.9 (646)"
12065,"""Jefferson, (FL)""",79.6,"78.0 - 88.4 (638)"
12067,"""Lafayette, (FL)""",82.9,"78.0 - 88.4 (638)"
12069,"""Lake, (FL)""",62.6,"61.9 - 70.5 (645)"
12071,"""Lee, (FL)""",51.2,"0.0 - 61.8 (645)"
12073,"""Leon, (FL)""",77.7,"70.6 - 77.9 (646)"
12075,"""Levy, (FL)""",97.7,"88.5 - 173.8 (642)"
12077,"""Liberty, (FL)""",77,"70.6 - 77.9 (646)"
12079,"""Madison, (FL)""",85,"78.0 - 88.4 (638)"
12081,"""Manatee, (FL)""",48.7,"0.0 - 61.8 (645)"
12083,"""Marion, (FL)""",50.4,"0.0 - 61.8 (645)"
12087,"""Monroe, (FL)""",75.8,"70.6 - 77.9 (646)"
12089,"""Nassau, (FL)""",98.6,"88.5 - 173.8 (642)"
12091,"""Okaloosa, (FL)""",87.3,"78.0 - 88.4 (638)"
12093,"""Okeechobee, (FL)""",62.6,"61.9 - 70.5 (645)"
12095,"""Orange, (FL)""",97.8,"88.5 - 173.8 (642)"
12097,"""Osceola, (FL)""",96.9,"88.5 - 173.8 (642)"
12101,"""Pasco, (FL)""",66.9,"61.9 - 70.5 (645)"
12103,"""Pinellas, (FL)""",56.2,"0.0 - 61.8 (645)"
12105,"""Polk, (FL)""",98.3,"88.5 - 173.8 (642)"
12107,"""Putnam, (FL)""",68.6,"61.9 - 70.5 (645)"
12109,"""St. Johns, (FL)""",56.9,"0.0 - 61.8 (645)"
12113,"""Santa Rosa, (FL)""",94.7,"88.5 - 173.8 (642)"
12115,"""Sarasota, (FL)""",50.8,"0.0 - 61.8 (645)"
12117,"""Seminole, (FL)""",104.8,"88.5 - 173.8 (642)"
12119,"""Sumter, (FL)""",52.6,"0.0 - 61.8 (645)"
12121,"""Suwannee, (FL)""",83.4,"78.0 - 88.4 (638)"
12123,"""Taylor, (FL)""",82.1,"78.0 - 88.4 (638)"
12125,"""Union, (FL)""",82,"78.0 - 88.4 (638)"
12127,"""Volusia, (FL)""",93.2,"88.5 - 173.8 (642)"
12129,"""Wakulla, (FL)""",73.8,"70.6 - 77.9 (646)"
12131,"""Walton, (FL)""",76.5,"70.6 - 77.9 (646)"
12133,"""Washington, (FL)""",76.2,"70.6 - 77.9 (646)"
13001,"""Appling, (GA)""",94.3,"88.5 - 173.8 (642)"
13003,"""Atkinson, (GA)""",90.8,"88.5 - 173.8 (642)"
13005,"""Bacon, (GA)""",92.3,"88.5 - 173.8 (642)"
13007,"""Baker, (GA)""",102.4,"88.5 - 173.8 (642)"
13017,"""Ben Hill, (GA)""",89.6,"88.5 - 173.8 (642)"
13019,"""Berrien, (GA)""",91.3,"88.5 - 173.8 (642)"
13025,"""Brantley, (GA)""",82.4,"78.0 - 88.4 (638)"
13027,"""Brooks, (GA)""",91,"88.5 - 173.8 (642)"
13029,"""Bryan, (GA)""",78.9,"78.0 - 88.4 (638)"
13037,"""Calhoun, (GA)""",95.7,"88.5 - 173.8 (642)"
13039,"""Camden, (GA)""",79.8,"78.0 - 88.4 (638)"
13049,"""Charlton, (GA)""",88.2,"78.0 - 88.4 (638)"
13051,"""Chatham, (GA)""",77.6,"70.6 - 77.9 (646)"
13061,"""Clay, (GA)""",87.5,"78.0 - 88.4 (638)"
13065,"""Clinch, (GA)""",84.6,"78.0 - 88.4 (638)"
13069,"""Coffee, (GA)""",94.4,"88.5 - 173.8 (642)"
13071,"""Colquitt, (GA)""",102.1,"88.5 - 173.8 (642)"
13075,"""Cook, (GA)""",95.5,"88.5 - 173.8 (642)"
13081,"""Crisp, (GA)""",93.9,"88.5 - 173.8 (642)"
13087,"""Decatur, (GA)""",87.3,"78.0 - 88.4 (638)"
13095,"""Dougherty, (GA)""",101.2,"88.5 - 173.8 (642)"
13099,"""Early, (GA)""",75.6,"70.6 - 77.9 (646)"
13101,"""Echols, (GA)""",81.9,"78.0 - 88.4 (638)"
13127,"""Glynn, (GA)""",60.7,"0.0 - 61.8 (645)"
13131,"""Grady, (GA)""",81.8,"78.0 - 88.4 (638)"
13155,"""Irwin, (GA)""",99.4,"88.5 - 173.8 (642)"
13161,"""Jeff Davis, (GA)""",93,"88.5 - 173.8 (642)"
13173,"""Lanier, (GA)""",85.4,"78.0 - 88.4 (638)"
13177,"""Lee, (GA)""",100.7,"88.5 - 173.8 (642)"
13179,"""Liberty, (GA)""",74.3,"70.6 - 77.9 (646)"
13183,"""Long, (GA)""",69.7,"61.9 - 70.5 (645)"
13185,"""Lowndes, (GA)""",86.3,"78.0 - 88.4 (638)"
13191,"""McIntosh, (GA)""",60.7,"0.0 - 61.8 (645)"
13201,"""Miller, (GA)""",87.6,"78.0 - 88.4 (638)"
13205,"""Mitchell, (GA)""",100,"88.5 - 173.8 (642)"
13229,"""Pierce, (GA)""",93.7,"88.5 - 173.8 (642)"
13239,"""Quitman, (GA)""",93.9,"88.5 - 173.8 (642)"
13243,"""Randolph, (GA)""",78.4,"78.0 - 88.4 (638)"
13253,"""Seminole, (GA)""",76.9,"70.6 - 77.9 (646)"
13259,"""Stewart, (GA)""",95.5,"88.5 - 173.8 (642)"
13261,"""Sumter, (GA)""",105.1,"88.5 - 173.8 (642)"
13267,"""Tattnall, (GA)""",84.4,"78.0 - 88.4 (638)"
13271,"""Telfair, (GA)""",88.1,"78.0 - 88.4 (638)"
13273,"""Terrell, (GA)""",100.1,"88.5 - 173.8 (642)"
13275,"""Thomas, (GA)""",90.6,"88.5 - 173.8 (642)"
13277,"""Tift, (GA)""",101.3,"88.5 - 173.8 (642)"
13287,"""Turner, (GA)""",96,"88.5 - 173.8 (642)"
13299,"""Ware, (GA)""",95.2,"88.5 - 173.8 (642)"
13305,"""Wayne, (GA)""",86.5,"78.0 - 88.4 (638)"
13307,"""Webster, (GA)""",82.6,"78.0 - 88.4 (638)"
13309,"""Wheeler, (GA)""",91.6,"88.5 - 173.8 (642)"
13315,"""Wilcox, (GA)""",81,"78.0 - 88.4 (638)"
13321,"""Worth, (GA)""",104.8,"88.5 - 173.8 (642)"
22001,"""Acadia, (LA)""",93.6,"88.5 - 173.8 (642)"
22003,"""Allen, (LA)""",106.1,"88.5 - 173.8 (642)"
22005,"""Ascension, (LA)""",84.9,"78.0 - 88.4 (638)"
22007,"""Assumption, (LA)""",79,"78.0 - 88.4 (638)"
22009,"""Avoyelles, (LA)""",104.5,"88.5 - 173.8 (642)"
22011,"""Beauregard, (LA)""",96.6,"88.5 - 173.8 (642)"
22019,"""Calcasieu, (LA)""",121.3,"88.5 - 173.8 (642)"
22021,"""Caldwell, (LA)""",77.8,"70.6 - 77.9 (646)"
22023,"""Cameron, (LA)""",106.2,"88.5 - 173.8 (642)"
22025,"""Catahoula, (LA)""",68.2,"61.9 - 70.5 (645)"
22029,"""Concordia, (LA)""",85.8,"78.0 - 88.4 (638)"
22033,"""East Baton Rouge, (LA)""",93.9,"88.5 - 173.8 (642)"
22037,"""East Feliciana, (LA)""",93.5,"88.5 - 173.8 (642)"
22039,"""Evangeline, (LA)""",103.4,"88.5 - 173.8 (642)"
22043,"""Grant, (LA)""",108,"88.5 - 173.8 (642)"
22045,"""Iberia, (LA)""",101.3,"88.5 - 173.8 (642)"
22047,"""Iberville, (LA)""",104.1,"88.5 - 173.8 (642)"
22051,"""Jefferson, (LA)""",76.9,"70.6 - 77.9 (646)"
22053,"""Jefferson Davis, (LA)""",132,"88.5 - 173.8 (642)"
22055,"""Lafayette, (LA)""",93.3,"88.5 - 173.8 (642)"
22057,"""Lafourche, (LA)""",73.3,"70.6 - 77.9 (646)"
22059,"""La Salle, (LA)""",95.3,"88.5 - 173.8 (642)"
22063,"""Livingston, (LA)""",90.2,"88.5 - 173.8 (642)"
22069,"""Natchitoches, (LA)""",106.1,"88.5 - 173.8 (642)"
22071,"""Orleans, (LA)""",77.8,"70.6 - 77.9 (646)"
22075,"""Plaquemines, (LA)""",77.8,"70.6 - 77.9 (646)"
22077,"""Pointe Coupee, (LA)""",103.9,"88.5 - 173.8 (642)"
22079,"""Rapides, (LA)""",104.2,"88.5 - 173.8 (642)"
22081,"""Red River, (LA)""",92,"88.5 - 173.8 (642)"
22085,"""Sabine, (LA)""",98.1,"88.5 - 173.8 (642)"
22087,"""St. Bernard, (LA)""",79.8,"78.0 - 88.4 (638)"
22089,"""St. Charles, (LA)""",86.4,"78.0 - 88.4 (638)"
22091,"""St. Helena, (LA)""",89.5,"88.5 - 173.8 (642)"
22093,"""St. James, (LA)""",85.2,"78.0 - 88.4 (638)"
22095,"""St. John the Baptist, (LA)""",94.4,"88.5 - 173.8 (642)"
22097,"""St. Landry, (LA)""",94.7,"88.5 - 173.8 (642)"
22099,"""St. Martin, (LA)""",91.5,"88.5 - 173.8 (642)"
22101,"""St. Mary, (LA)""",93.2,"88.5 - 173.8 (642)"
22103,"""St. Tammany, (LA)""",69.5,"61.9 - 70.5 (645)"
22105,"""Tangipahoa, (LA)""",82.7,"78.0 - 88.4 (638)"
22107,"""Tensas, (LA)""",81.7,"78.0 - 88.4 (638)"
22109,"""Terrebonne, (LA)""",81.4,"78.0 - 88.4 (638)"
22113,"""Vermilion, (LA)""",96.6,"88.5 - 173.8 (642)"
22115,"""Vernon, (LA)""",90.5,"88.5 - 173.8 (642)"
22117,"""Washington, (LA)""",88.5,"88.5 - 173.8 (642)"
22121,"""West Baton Rouge, (LA)""",97.1,"88.5 - 173.8 (642)"
22125,"""West Feliciana, (LA)""",96.4,"88.5 - 173.8 (642)"
22127,"""Winn, (LA)""",91.2,"88.5 - 173.8 (642)"
28001,"""Adams, (MS)""",108.5,"88.5 - 173.8 (642)"
28005,"""Amite, (MS)""",86.4,"78.0 - 88.4 (638)"
28021,"""Claiborne, (MS)""",116,"88.5 - 173.8 (642)"
28023,"""Clarke, (MS)""",131.8,"88.5 - 173.8 (642)"
28029,"""Copiah, (MS)""",94.2,"88.5 - 173.8 (642)"
28031,"""Covington, (MS)""",122.6,"88.5 - 173.8 (642)"
28035,"""Forrest, (MS)""",103.6,"88.5 - 173.8 (642)"
28037,"""Franklin, (MS)""",99.3,"88.5 - 173.8 (642)"
28039,"""George, (MS)""",108.7,"88.5 - 173.8 (642)"
28041,"""Greene, (MS)""",84.7,"78.0 - 88.4 (638)"
28045,"""Hancock, (MS)""",85.7,"78.0 - 88.4 (638)"
28047,"""Harrison, (MS)""",93.8,"88.5 - 173.8 (642)"
28059,"""Jackson, (MS)""",94.5,"88.5 - 173.8 (642)"
28061,"""Jasper, (MS)""",78.8,"78.0 - 88.4 (638)"
28063,"""Jefferson, (MS)""",111.7,"88.5 - 173.8 (642)"
28065,"""Jefferson Davis, (MS)""",85.4,"78.0 - 88.4 (638)"
28067,"""Jones, (MS)""",91.2,"88.5 - 173.8 (642)"
28073,"""Lamar, (MS)""",68.8,"61.9 - 70.5 (645)"
28077,"""Lawrence, (MS)""",98.7,"88.5 - 173.8 (642)"
28085,"""Lincoln, (MS)""",126.4,"88.5 - 173.8 (642)"
28091,"""Marion, (MS)""",103.8,"88.5 - 173.8 (642)"
28109,"""Pearl River, (MS)""",83.3,"78.0 - 88.4 (638)"
28111,"""Perry, (MS)""",71.7,"70.6 - 77.9 (646)"
28113,"""Pike, (MS)""",119.7,"88.5 - 173.8 (642)"
28127,"""Simpson, (MS)""",76.5,"70.6 - 77.9 (646)"
28129,"""Smith, (MS)""",80,"78.0 - 88.4 (638)"
28131,"""Stone, (MS)""",92.7,"88.5 - 173.8 (642)"
28147,"""Walthall, (MS)""",114.5,"88.5 - 173.8 (642)"
28153,"""Wayne, (MS)""",72.7,"70.6 - 77.9 (646)"
28157,"""Wilkinson, (MS)""",112.3,"88.5 - 173.8 (642)"
01007,"""Bibb, (AL)""",112.3,"88.5 - 173.8 (642)"
01033,"""Colbert, (AL)""",94,"88.5 - 173.8 (642)"
01057,"""Fayette, (AL)""",96.6,"88.5 - 173.8 (642)"
01059,"""Franklin, (AL)""",92.3,"88.5 - 173.8 (642)"
01063,"""Greene, (AL)""",96,"88.5 - 173.8 (642)"
01065,"""Hale, (AL)""",112.9,"88.5 - 173.8 (642)"
01075,"""Lamar, (AL)""",101.1,"88.5 - 173.8 (642)"
01077,"""Lauderdale, (AL)""",91,"88.5 - 173.8 (642)"
01079,"""Lawrence, (AL)""",92.7,"88.5 - 173.8 (642)"
01091,"""Marengo, (AL)""",107.5,"88.5 - 173.8 (642)"
01093,"""Marion, (AL)""",99.8,"88.5 - 173.8 (642)"
01105,"""Perry, (AL)""",107.8,"88.5 - 173.8 (642)"
01107,"""Pickens, (AL)""",94.4,"88.5 - 173.8 (642)"
01119,"""Sumter, (AL)""",101.6,"88.5 - 173.8 (642)"
01125,"""Tuscaloosa, (AL)""",98.7,"88.5 - 173.8 (642)"
01127,"""Walker, (AL)""",106.9,"88.5 - 173.8 (642)"
01133,"""Winston, (AL)""",95.2,"88.5 - 173.8 (642)"
05001,"""Arkansas, (AR)""",110.7,"88.5 - 173.8 (642)"
05003,"""Ashley, (AR)""",101.1,"88.5 - 173.8 (642)"
05005,"""Baxter, (AR)""",78.6,"78.0 - 88.4 (638)"
05009,"""Boone, (AR)""",59.4,"0.0 - 61.8 (645)"
05011,"""Bradley, (AR)""",127.9,"88.5 - 173.8 (642)"
05013,"""Calhoun, (AR)""",123.3,"88.5 - 173.8 (642)"
05015,"""Carroll, (AR)""",66.2,"61.9 - 70.5 (645)"
05017,"""Chicot, (AR)""",135.9,"88.5 - 173.8 (642)"
05019,"""Clark, (AR)""",86.2,"78.0 - 88.4 (638)"
05021,"""Clay, (AR)""",94.6,"88.5 - 173.8 (642)"
05023,"""Cleburne, (AR)""",78.5,"78.0 - 88.4 (638)"
05025,"""Cleveland, (AR)""",119.9,"88.5 - 173.8 (642)"
05027,"""Columbia, (AR)""",115.1,"88.5 - 173.8 (642)"
05029,"""Conway, (AR)""",88.5,"88.5 - 173.8 (642)"
05031,"""Craighead, (AR)""",85.7,"78.0 - 88.4 (638)"
05035,"""Crittenden, (AR)""",80.1,"78.0 - 88.4 (638)"
05037,"""Cross, (AR)""",79.2,"78.0 - 88.4 (638)"
05039,"""Dallas, (AR)""",104.9,"88.5 - 173.8 (642)"
05041,"""Desha, (AR)""",111.9,"88.5 - 173.8 (642)"
05043,"""Drew, (AR)""",86.4,"78.0 - 88.4 (638)"
05045,"""Faulkner, (AR)""",88.4,"78.0 - 88.4 (638)"
05049,"""Fulton, (AR)""",77.6,"70.6 - 77.9 (646)"
05051,"""Garland, (AR)""",83.2,"78.0 - 88.4 (638)"
05053,"""Grant, (AR)""",92.7,"88.5 - 173.8 (642)"
05055,"""Greene, (AR)""",87.1,"78.0 - 88.4 (638)"
05059,"""Hot Spring, (AR)""",78.8,"78.0 - 88.4 (638)"
05063,"""Independence, (AR)""",72.8,"70.6 - 77.9 (646)"
05065,"""Izard, (AR)""",70.7,"70.6 - 77.9 (646)"
05067,"""Jackson, (AR)""",80.3,"78.0 - 88.4 (638)"
05069,"""Jefferson, (AR)""",106.6,"88.5 - 173.8 (642)"
05071,"""Johnson, (AR)""",100.1,"88.5 - 173.8 (642)"
05073,"""Lafayette, (AR)""",101.2,"88.5 - 173.8 (642)"
05075,"""Lawrence, (AR)""",79.7,"78.0 - 88.4 (638)"
05077,"""Lee, (AR)""",75.3,"70.6 - 77.9 (646)"
05079,"""Lincoln, (AR)""",89.8,"88.5 - 173.8 (642)"
05085,"""Lonoke, (AR)""",93.9,"88.5 - 173.8 (642)"
05089,"""Marion, (AR)""",87.2,"78.0 - 88.4 (638)"
05093,"""Mississippi, (AR)""",90.1,"88.5 - 173.8 (642)"
05095,"""Monroe, (AR)""",90.2,"88.5 - 173.8 (642)"
05097,"""Montgomery, (AR)""",84,"78.0 - 88.4 (638)"
05099,"""Nevada, (AR)""",100.1,"88.5 - 173.8 (642)"
05101,"""Newton, (AR)""",55.9,"0.0 - 61.8 (645)"
05103,"""Ouachita, (AR)""",108.2,"88.5 - 173.8 (642)"
05105,"""Perry, (AR)""",87.8,"78.0 - 88.4 (638)"
05107,"""Phillips, (AR)""",98.9,"88.5 - 173.8 (642)"
05109,"""Pike, (AR)""",89.5,"88.5 - 173.8 (642)"
05111,"""Poinsett, (AR)""",80.4,"78.0 - 88.4 (638)"
05115,"""Pope, (AR)""",81.8,"78.0 - 88.4 (638)"
05117,"""Prairie, (AR)""",90.3,"88.5 - 173.8 (642)"
05119,"""Pulaski, (AR)""",88.4,"78.0 - 88.4 (638)"
05121,"""Randolph, (AR)""",83.5,"78.0 - 88.4 (638)"
05123,"""St. Francis, (AR)""",76.3,"70.6 - 77.9 (646)"
05125,"""Saline, (AR)""",70.7,"70.6 - 77.9 (646)"
05129,"""Searcy, (AR)""",70.4,"61.9 - 70.5 (645)"
05135,"""Sharp, (AR)""",73.2,"70.6 - 77.9 (646)"
05137,"""Stone, (AR)""",68.7,"61.9 - 70.5 (645)"
05139,"""Union, (AR)""",116,"88.5 - 173.8 (642)"
05141,"""Van Buren, (AR)""",80.2,"78.0 - 88.4 (638)"
05145,"""White, (AR)""",84.5,"78.0 - 88.4 (638)"
05147,"""Woodruff, (AR)""",82.6,"78.0 - 88.4 (638)"
05149,"""Yell, (AR)""",86.2,"78.0 - 88.4 (638)"
17003,"""Alexander, (IL)""",85.3,"78.0 - 88.4 (638)"
17055,"""Franklin, (IL)""",73.4,"70.6 - 77.9 (646)"
17059,"""Gallatin, (IL)""",89.7,"88.5 - 173.8 (642)"
17065,"""Hamilton, (IL)""",86.1,"78.0 - 88.4 (638)"
17069,"""Hardin, (IL)""",95.4,"88.5 - 173.8 (642)"
17077,"""Jackson, (IL)""",73.6,"70.6 - 77.9 (646)"
17081,"""Jefferson, (IL)""",77.1,"70.6 - 77.9 (646)"
17087,"""Johnson, (IL)""",52.4,"0.0 - 61.8 (645)"
17127,"""Massac, (IL)""",77.3,"70.6 - 77.9 (646)"
17133,"""Monroe, (IL)""",83.4,"78.0 - 88.4 (638)"
17145,"""Perry, (IL)""",69,"61.9 - 70.5 (645)"
17151,"""Pope, (IL)""",61,"0.0 - 61.8 (645)"
17153,"""Pulaski, (IL)""",69.4,"61.9 - 70.5 (645)"
17157,"""Randolph, (IL)""",80.2,"78.0 - 88.4 (638)"
