"cnty_fips","display_name","Value","theme_range"
51103,"""Lancaster, (VA)""",96.5,"88.5 - 173.8 (642)"
51109,"""Louisa, (VA)""",61.6,"0.0 - 61.8 (645)"
51111,"""Lunenburg, (VA)""",100.9,"88.5 - 173.8 (642)"
51115,"""Mathews, (VA)""",89.9,"88.5 - 173.8 (642)"
51117,"""Mecklenburg, (VA)""",97.8,"88.5 - 173.8 (642)"
51119,"""Middlesex, (VA)""",82.8,"78.0 - 88.4 (638)"
51121,"""Montgomery, (VA)""",79.1,"78.0 - 88.4 (638)"
51125,"""Nelson, (VA)""",71.6,"70.6 - 77.9 (646)"
51127,"""New Kent, (VA)""",78,"78.0 - 88.4 (638)"
51131,"""Northampton, (VA)""",96.8,"88.5 - 173.8 (642)"
51133,"""Northumberland, (VA)""",82.8,"78.0 - 88.4 (638)"
51135,"""Nottoway, (VA)""",91.5,"88.5 - 173.8 (642)"
51137,"""Orange, (VA)""",59.9,"0.0 - 61.8 (645)"
51141,"""Patrick, (VA)""",77.9,"70.6 - 77.9 (646)"
51143,"""Pittsylvania, (VA)""",77.7,"70.6 - 77.9 (646)"
51145,"""Powhatan, (VA)""",78.3,"78.0 - 88.4 (638)"
51147,"""Prince Edward, (VA)""",90.5,"88.5 - 173.8 (642)"
51149,"""Prince George, (VA)""",77.8,"70.6 - 77.9 (646)"
51159,"""Richmond County, (VA)""",83.9,"78.0 - 88.4 (638)"
51161,"""Roanoke County, (VA)""",77.2,"70.6 - 77.9 (646)"
51163,"""Rockbridge, (VA)""",70.9,"70.6 - 77.9 (646)"
51175,"""Southampton, (VA)""",86.5,"78.0 - 88.4 (638)"
51177,"""Spotsylvania, (VA)""",61.1,"0.0 - 61.8 (645)"
51181,"""Surry, (VA)""",78.9,"78.0 - 88.4 (638)"
51183,"""Sussex, (VA)""",85.1,"78.0 - 88.4 (638)"
51193,"""Westmoreland, (VA)""",72,"70.6 - 77.9 (646)"
51199,"""York, (VA)""",72,"70.6 - 77.9 (646)"
51530,"""Buena Vista, (VA)""",68.7,"61.9 - 70.5 (645)"
51540,"""Charlottesville, (VA)""",60.9,"0.0 - 61.8 (645)"
51550,"""Chesapeake, (VA)""",90.5,"88.5 - 173.8 (642)"
51570,"""Colonial Heights, (VA)""",90.7,"88.5 - 173.8 (642)"
51580,"""Covington, (VA)""",87.5,"78.0 - 88.4 (638)"
51590,"""Danville, (VA)""",78.6,"78.0 - 88.4 (638)"
51595,"""Emporia, (VA)""",116.8,"88.5 - 173.8 (642)"
51620,"""Franklin City, (VA)""",134.9,"88.5 - 173.8 (642)"
51630,"""Fredericksburg, (VA)""",61.7,"0.0 - 61.8 (645)"
51650,"""Hampton, (VA)""",78.1,"78.0 - 88.4 (638)"
51670,"""Hopewell, (VA)""",78.3,"78.0 - 88.4 (638)"
51678,"""Lexington, (VA)""",69.9,"61.9 - 70.5 (645)"
51680,"""Lynchburg, (VA)""",124.3,"88.5 - 173.8 (642)"
51690,"""Martinsville, (VA)""",172.2,"88.5 - 173.8 (642)"
51700,"""Newport News, (VA)""",81.3,"78.0 - 88.4 (638)"
51710,"""Norfolk, (VA)""",102.8,"88.5 - 173.8 (642)"
51730,"""Petersburg, (VA)""",97.9,"88.5 - 173.8 (642)"
51735,"""Poquoson, (VA)""",72.3,"70.6 - 77.9 (646)"
51740,"""Portsmouth, (VA)""",94.6,"88.5 - 173.8 (642)"
51750,"""Radford, (VA)""",95.2,"88.5 - 173.8 (642)"
51760,"""Richmond City, (VA)""",79.8,"78.0 - 88.4 (638)"
51770,"""Roanoke City, (VA)""",82.5,"78.0 - 88.4 (638)"
51775,"""Salem, (VA)""",73.1,"70.6 - 77.9 (646)"
51790,"""Staunton, (VA)""",61.9,"61.9 - 70.5 (645)"
51800,"""Suffolk, (VA)""",87.2,"78.0 - 88.4 (638)"
51810,"""Virginia Beach, (VA)""",82.9,"78.0 - 88.4 (638)"
51820,"""Waynesboro, (VA)""",64,"61.9 - 70.5 (645)"
51830,"""Williamsburg, (VA)""",65.3,"61.9 - 70.5 (645)"
54025,"""Greenbrier, (WV)""",82.7,"78.0 - 88.4 (638)"
54063,"""Monroe, (WV)""",75.5,"70.6 - 77.9 (646)"
10001,"""Kent, (DE)""",88.1,"78.0 - 88.4 (638)"
10003,"""New Castle, (DE)""",97.1,"88.5 - 173.8 (642)"
10005,"""Sussex, (DE)""",75.5,"70.6 - 77.9 (646)"
11001,"""District of Columbia, (DC)""",71.5,"70.6 - 77.9 (646)"
24001,"""Allegany, (MD)""",84.4,"78.0 - 88.4 (638)"
24003,"""Anne Arundel, (MD)""",96.3,"88.5 - 173.8 (642)"
24005,"""Baltimore County, (MD)""",86.5,"78.0 - 88.4 (638)"
24009,"""Calvert, (MD)""",57.7,"0.0 - 61.8 (645)"
24011,"""Caroline, (MD)""",80.4,"78.0 - 88.4 (638)"
24013,"""Carroll, (MD)""",87.5,"78.0 - 88.4 (638)"
24015,"""Cecil, (MD)""",108.4,"88.5 - 173.8 (642)"
24017,"""Charles, (MD)""",57.5,"0.0 - 61.8 (645)"
24019,"""Dorchester, (MD)""",100.5,"88.5 - 173.8 (642)"
24021,"""Frederick, (MD)""",68.3,"61.9 - 70.5 (645)"
24023,"""Garrett, (MD)""",68.7,"61.9 - 70.5 (645)"
24025,"""Harford, (MD)""",75.9,"70.6 - 77.9 (646)"
24027,"""Howard, (MD)""",68.6,"61.9 - 70.5 (645)"
24029,"""Kent, (MD)""",93.7,"88.5 - 173.8 (642)"
24031,"""Montgomery, (MD)""",48,"0.0 - 61.8 (645)"
24033,"""Prince George's, (MD)""",89.9,"88.5 - 173.8 (642)"
24035,"""Queen Anne's, (MD)""",70.8,"70.6 - 77.9 (646)"
24041,"""Talbot, (MD)""",58.1,"0.0 - 61.8 (645)"
24043,"""Washington, (MD)""",78.8,"78.0 - 88.4 (638)"
24045,"""Wicomico, (MD)""",121.2,"88.5 - 173.8 (642)"
24510,"""Baltimore City, (MD)""",103.2,"88.5 - 173.8 (642)"
34001,"""Atlantic, (NJ)""",59.1,"0.0 - 61.8 (645)"
34003,"""Bergen, (NJ)""",46.9,"0.0 - 61.8 (645)"
34005,"""Burlington, (NJ)""",67.7,"61.9 - 70.5 (645)"
34007,"""Camden, (NJ)""",69.5,"61.9 - 70.5 (645)"
34009,"""Cape May, (NJ)""",75.3,"70.6 - 77.9 (646)"
34011,"""Cumberland, (NJ)""",82.4,"78.0 - 88.4 (638)"
34013,"""Essex, (NJ)""",57.6,"0.0 - 61.8 (645)"
34015,"""Gloucester, (NJ)""",67.5,"61.9 - 70.5 (645)"
34019,"""Hunterdon, (NJ)""",50.3,"0.0 - 61.8 (645)"
34021,"""Mercer, (NJ)""",58.4,"0.0 - 61.8 (645)"
34023,"""Middlesex, (NJ)""",54.4,"0.0 - 61.8 (645)"
34025,"""Monmouth, (NJ)""",60.3,"0.0 - 61.8 (645)"
34027,"""Morris, (NJ)""",56.2,"0.0 - 61.8 (645)"
34029,"""Ocean, (NJ)""",58.2,"0.0 - 61.8 (645)"
34031,"""Passaic, (NJ)""",59.2,"0.0 - 61.8 (645)"
34033,"""Salem, (NJ)""",84.3,"78.0 - 88.4 (638)"
34035,"""Somerset, (NJ)""",53.4,"0.0 - 61.8 (645)"
34037,"""Sussex, (NJ)""",54,"0.0 - 61.8 (645)"
34039,"""Union, (NJ)""",62.6,"61.9 - 70.5 (645)"
34041,"""Warren, (NJ)""",52.8,"0.0 - 61.8 (645)"
36003,"""Allegany, (NY)""",57.4,"0.0 - 61.8 (645)"
36007,"""Broome, (NY)""",56.5,"0.0 - 61.8 (645)"
36009,"""Cattaraugus, (NY)""",64.5,"61.9 - 70.5 (645)"
36011,"""Cayuga, (NY)""",59.8,"0.0 - 61.8 (645)"
36013,"""Chautauqua, (NY)""",66.2,"61.9 - 70.5 (645)"
36015,"""Chemung, (NY)""",77.6,"70.6 - 77.9 (646)"
36017,"""Chenango, (NY)""",57.3,"0.0 - 61.8 (645)"
36023,"""Cortland, (NY)""",59.1,"0.0 - 61.8 (645)"
36025,"""Delaware, (NY)""",54.2,"0.0 - 61.8 (645)"
36029,"""Erie, (NY)""",65.2,"61.9 - 70.5 (645)"
36033,"""Franklin, (NY)""",54.1,"0.0 - 61.8 (645)"
36035,"""Fulton, (NY)""",57.4,"0.0 - 61.8 (645)"
36037,"""Genesee, (NY)""",61.5,"0.0 - 61.8 (645)"
36039,"""Greene, (NY)""",49.6,"0.0 - 61.8 (645)"
36041,"""Hamilton, (NY)""",55.8,"0.0 - 61.8 (645)"
36043,"""Herkimer, (NY)""",55.9,"0.0 - 61.8 (645)"
36045,"""Jefferson, (NY)""",75.8,"70.6 - 77.9 (646)"
36049,"""Lewis, (NY)""",64.9,"61.9 - 70.5 (645)"
36051,"""Livingston, (NY)""",56.9,"0.0 - 61.8 (645)"
36053,"""Madison, (NY)""",58.4,"0.0 - 61.8 (645)"
36055,"""Monroe, (NY)""",57.4,"0.0 - 61.8 (645)"
36057,"""Montgomery, (NY)""",56.9,"0.0 - 61.8 (645)"
36063,"""Niagara, (NY)""",65.7,"61.9 - 70.5 (645)"
36065,"""Oneida, (NY)""",57.3,"0.0 - 61.8 (645)"
36067,"""Onondaga, (NY)""",60.2,"0.0 - 61.8 (645)"
36069,"""Ontario, (NY)""",57.8,"0.0 - 61.8 (645)"
36071,"""Orange, (NY)""",48.5,"0.0 - 61.8 (645)"
36073,"""Orleans, (NY)""",58.7,"0.0 - 61.8 (645)"
36075,"""Oswego, (NY)""",61.4,"0.0 - 61.8 (645)"
36077,"""Otsego, (NY)""",55.5,"0.0 - 61.8 (645)"
36085,"""Richmond, (NY)""",30.7,"0.0 - 61.8 (645)"
36089,"""St. Lawrence, (NY)""",59.1,"0.0 - 61.8 (645)"
36095,"""Schoharie, (NY)""",53.1,"0.0 - 61.8 (645)"
36097,"""Schuyler, (NY)""",73,"70.6 - 77.9 (646)"
36099,"""Seneca, (NY)""",61.1,"0.0 - 61.8 (645)"
36101,"""Steuben, (NY)""",59.8,"0.0 - 61.8 (645)"
36105,"""Sullivan, (NY)""",49.9,"0.0 - 61.8 (645)"
36107,"""Tioga, (NY)""",47.2,"0.0 - 61.8 (645)"
36109,"""Tompkins, (NY)""",59.1,"0.0 - 61.8 (645)"
36111,"""Ulster, (NY)""",48.4,"0.0 - 61.8 (645)"
36117,"""Wayne, (NY)""",58,"0.0 - 61.8 (645)"
36121,"""Wyoming, (NY)""",63.7,"61.9 - 70.5 (645)"
36123,"""Yates, (NY)""",61.9,"61.9 - 70.5 (645)"
42001,"""Adams, (PA)""",55.8,"0.0 - 61.8 (645)"
42003,"""Allegheny, (PA)""",65.3,"61.9 - 70.5 (645)"
42005,"""Armstrong, (PA)""",66.1,"61.9 - 70.5 (645)"
42007,"""Beaver, (PA)""",71.8,"70.6 - 77.9 (646)"
42009,"""Bedford, (PA)""",77.6,"70.6 - 77.9 (646)"
42011,"""Berks, (PA)""",80.8,"78.0 - 88.4 (638)"
42013,"""Blair, (PA)""",64.6,"61.9 - 70.5 (645)"
42015,"""Bradford, (PA)""",50.8,"0.0 - 61.8 (645)"
42017,"""Bucks, (PA)""",64.4,"61.9 - 70.5 (645)"
42019,"""Butler, (PA)""",66.7,"61.9 - 70.5 (645)"
42021,"""Cambria, (PA)""",64.3,"61.9 - 70.5 (645)"
42023,"""Cameron, (PA)""",57.2,"0.0 - 61.8 (645)"
42025,"""Carbon, (PA)""",59.3,"0.0 - 61.8 (645)"
42027,"""Centre, (PA)""",55.3,"0.0 - 61.8 (645)"
42029,"""Chester, (PA)""",70.7,"70.6 - 77.9 (646)"
42031,"""Clarion, (PA)""",70.9,"70.6 - 77.9 (646)"
42033,"""Clearfield, (PA)""",62.6,"61.9 - 70.5 (645)"
42035,"""Clinton, (PA)""",53.4,"0.0 - 61.8 (645)"
42037,"""Columbia, (PA)""",64.1,"61.9 - 70.5 (645)"
42039,"""Crawford, (PA)""",70.1,"61.9 - 70.5 (645)"
42041,"""Cumberland, (PA)""",65.4,"61.9 - 70.5 (645)"
42043,"""Dauphin, (PA)""",58.3,"0.0 - 61.8 (645)"
42045,"""Delaware, (PA)""",81.9,"78.0 - 88.4 (638)"
42047,"""Elk, (PA)""",63.8,"61.9 - 70.5 (645)"
42049,"""Erie, (PA)""",69.3,"61.9 - 70.5 (645)"
42051,"""Fayette, (PA)""",64.4,"61.9 - 70.5 (645)"
42053,"""Forest, (PA)""",65.1,"61.9 - 70.5 (645)"
42055,"""Franklin, (PA)""",61.5,"0.0 - 61.8 (645)"
42057,"""Fulton, (PA)""",75.4,"70.6 - 77.9 (646)"
42059,"""Greene, (PA)""",71.5,"70.6 - 77.9 (646)"
42061,"""Huntingdon, (PA)""",64.9,"61.9 - 70.5 (645)"
42063,"""Indiana, (PA)""",65.3,"61.9 - 70.5 (645)"
42065,"""Jefferson, (PA)""",69.5,"61.9 - 70.5 (645)"
42067,"""Juniata, (PA)""",60.4,"0.0 - 61.8 (645)"
42069,"""Lackawanna, (PA)""",60.6,"0.0 - 61.8 (645)"
42071,"""Lancaster, (PA)""",75,"70.6 - 77.9 (646)"
42073,"""Lawrence, (PA)""",72.3,"70.6 - 77.9 (646)"
42075,"""Lebanon, (PA)""",69.5,"61.9 - 70.5 (645)"
42077,"""Lehigh, (PA)""",60.8,"0.0 - 61.8 (645)"
42079,"""Luzerne, (PA)""",62.6,"61.9 - 70.5 (645)"
42081,"""Lycoming, (PA)""",63.5,"61.9 - 70.5 (645)"
42083,"""McKean, (PA)""",58.1,"0.0 - 61.8 (645)"
42085,"""Mercer, (PA)""",69.9,"61.9 - 70.5 (645)"
42087,"""Mifflin, (PA)""",58.9,"0.0 - 61.8 (645)"
42089,"""Monroe, (PA)""",54.9,"0.0 - 61.8 (645)"
42091,"""Montgomery, (PA)""",85.1,"78.0 - 88.4 (638)"
42093,"""Montour, (PA)""",61.6,"0.0 - 61.8 (645)"
42095,"""Northampton, (PA)""",52.5,"0.0 - 61.8 (645)"
42097,"""Northumberland, (PA)""",59.6,"0.0 - 61.8 (645)"
42099,"""Perry, (PA)""",59.3,"0.0 - 61.8 (645)"
42101,"""Philadelphia, (PA)""",81.6,"78.0 - 88.4 (638)"
42103,"""Pike, (PA)""",51.1,"0.0 - 61.8 (645)"
42105,"""Potter, (PA)""",61.7,"0.0 - 61.8 (645)"
42107,"""Schuylkill, (PA)""",69.4,"61.9 - 70.5 (645)"
42109,"""Snyder, (PA)""",58.1,"0.0 - 61.8 (645)"
42111,"""Somerset, (PA)""",62.5,"61.9 - 70.5 (645)"
42113,"""Sullivan, (PA)""",61.9,"61.9 - 70.5 (645)"
42115,"""Susquehanna, (PA)""",56.9,"0.0 - 61.8 (645)"
42117,"""Tioga, (PA)""",68.3,"61.9 - 70.5 (645)"
42119,"""Union, (PA)""",54,"0.0 - 61.8 (645)"
42121,"""Venango, (PA)""",69.4,"61.9 - 70.5 (645)"
42123,"""Warren, (PA)""",65.5,"61.9 - 70.5 (645)"
42125,"""Washington, (PA)""",72.8,"70.6 - 77.9 (646)"
42127,"""Wayne, (PA)""",57.2,"0.0 - 61.8 (645)"
42129,"""Westmoreland, (PA)""",64.1,"61.9 - 70.5 (645)"
42131,"""Wyoming, (PA)""",61.6,"0.0 - 61.8 (645)"
42133,"""York, (PA)""",82.2,"78.0 - 88.4 (638)"
51013,"""Arlington, (VA)""",53.6,"0.0 - 61.8 (645)"
51043,"""Clarke, (VA)""",79.4,"78.0 - 88.4 (638)"
51047,"""Culpeper, (VA)""",61.7,"0.0 - 61.8 (645)"
51059,"""Fairfax County, (VA)""",51.6,"0.0 - 61.8 (645)"
51061,"""Fauquier, (VA)""",65,"61.9 - 70.5 (645)"
51069,"""Frederick, (VA)""",72.7,"70.6 - 77.9 (646)"
51091,"""Highland, (VA)""",61,"0.0 - 61.8 (645)"
51107,"""Loudoun, (VA)""",49.9,"0.0 - 61.8 (645)"
51113,"""Madison, (VA)""",69.2,"61.9 - 70.5 (645)"
51139,"""Page, (VA)""",90.5,"88.5 - 173.8 (642)"
51153,"""Prince William, (VA)""",66.5,"61.9 - 70.5 (645)"
51157,"""Rappahannock, (VA)""",52.6,"0.0 - 61.8 (645)"
51165,"""Rockingham, (VA)""",62.9,"61.9 - 70.5 (645)"
51171,"""Shenandoah, (VA)""",70.4,"61.9 - 70.5 (645)"
51179,"""Stafford, (VA)""",65.6,"61.9 - 70.5 (645)"
51187,"""Warren, (VA)""",99.3,"88.5 - 173.8 (642)"
51510,"""Alexandria, (VA)""",49.5,"0.0 - 61.8 (645)"
51600,"""Fairfax City, (VA)""",61.3,"0.0 - 61.8 (645)"
51610,"""Falls Church, (VA)""",54.9,"0.0 - 61.8 (645)"
51660,"""Harrisonburg, (VA)""",91.8,"88.5 - 173.8 (642)"
51683,"""Manassas, (VA)""",73.3,"70.6 - 77.9 (646)"
51685,"""Manassas Park, (VA)""",69.2,"61.9 - 70.5 (645)"
51840,"""Winchester, (VA)""",72.4,"70.6 - 77.9 (646)"
54001,"""Barbour, (WV)""",63.2,"61.9 - 70.5 (645)"
54003,"""Berkeley, (WV)""",79.6,"78.0 - 88.4 (638)"
54009,"""Brooke, (WV)""",77.8,"70.6 - 77.9 (646)"
54023,"""Grant, (WV)""",69.8,"61.9 - 70.5 (645)"
54027,"""Hampshire, (WV)""",70.5,"61.9 - 70.5 (645)"
54029,"""Hancock, (WV)""",76.6,"70.6 - 77.9 (646)"
54031,"""Hardy, (WV)""",67.8,"61.9 - 70.5 (645)"
54033,"""Harrison, (WV)""",62.8,"61.9 - 70.5 (645)"
54037,"""Jefferson, (WV)""",68.6,"61.9 - 70.5 (645)"
54041,"""Lewis, (WV)""",64.5,"61.9 - 70.5 (645)"
54049,"""Marion, (WV)""",61.4,"0.0 - 61.8 (645)"
54057,"""Mineral, (WV)""",78.6,"78.0 - 88.4 (638)"
54061,"""Monongalia, (WV)""",63.2,"61.9 - 70.5 (645)"
54065,"""Morgan, (WV)""",77.1,"70.6 - 77.9 (646)"
54071,"""Pendleton, (WV)""",65.8,"61.9 - 70.5 (645)"
54075,"""Pocahontas, (WV)""",77.6,"70.6 - 77.9 (646)"
54077,"""Preston, (WV)""",61,"0.0 - 61.8 (645)"
54083,"""Randolph, (WV)""",69.6,"61.9 - 70.5 (645)"
54091,"""Taylor, (WV)""",60.5,"0.0 - 61.8 (645)"
54093,"""Tucker, (WV)""",65.8,"61.9 - 70.5 (645)"
54097,"""Upshur, (WV)""",67.9,"61.9 - 70.5 (645)"
54101,"""Webster, (WV)""",76.7,"70.6 - 77.9 (646)"
09001,"""Fairfield, (CT)""",47.5,"0.0 - 61.8 (645)"
09003,"""Hartford, (CT)""",51.9,"0.0 - 61.8 (645)"
09005,"""Litchfield, (CT)""",53.7,"0.0 - 61.8 (645)"
09007,"""Middlesex, (CT)""",51.7,"0.0 - 61.8 (645)"
09009,"""New Haven, (CT)""",59.1,"0.0 - 61.8 (645)"
09011,"""New London, (CT)""",53,"0.0 - 61.8 (645)"
09013,"""Tolland, (CT)""",50.5,"0.0 - 61.8 (645)"
09015,"""Windham, (CT)""",55.9,"0.0 - 61.8 (645)"
23001,"""Androscoggin, (ME)""",77.4,"70.6 - 77.9 (646)"
23005,"""Cumberland, (ME)""",59.7,"0.0 - 61.8 (645)"
23011,"""Kennebec, (ME)""",80.9,"78.0 - 88.4 (638)"
23013,"""Knox, (ME)""",72.8,"70.6 - 77.9 (646)"
23015,"""Lincoln, (ME)""",80.7,"78.0 - 88.4 (638)"
23017,"""Oxford, (ME)""",60.3,"0.0 - 61.8 (645)"
23023,"""Sagadahoc, (ME)""",73.9,"70.6 - 77.9 (646)"
23027,"""Waldo, (ME)""",73.3,"70.6 - 77.9 (646)"
23031,"""York, (ME)""",58.4,"0.0 - 61.8 (645)"
25001,"""Barnstable, (MA)""",60.6,"0.0 - 61.8 (645)"
25003,"""Berkshire, (MA)""",56.7,"0.0 - 61.8 (645)"
25005,"""Bristol, (MA)""",50.3,"0.0 - 61.8 (645)"
25007,"""Dukes, (MA)""",63,"61.9 - 70.5 (645)"
25009,"""Essex, (MA)""",49.2,"0.0 - 61.8 (645)"
25011,"""Franklin, (MA)""",60.7,"0.0 - 61.8 (645)"
25013,"""Hampden, (MA)""",56.4,"0.0 - 61.8 (645)"
25015,"""Hampshire, (MA)""",59.9,"0.0 - 61.8 (645)"
25017,"""Middlesex, (MA)""",45.1,"0.0 - 61.8 (645)"
25019,"""Nantucket, (MA)""",63,"61.9 - 70.5 (645)"
25021,"""Norfolk, (MA)""",49.5,"0.0 - 61.8 (645)"
25023,"""Plymouth, (MA)""",50.1,"0.0 - 61.8 (645)"
25025,"""Suffolk, (MA)""",48.2,"0.0 - 61.8 (645)"
25027,"""Worcester, (MA)""",61.1,"0.0 - 61.8 (645)"
33001,"""Belknap, (NH)""",59.3,"0.0 - 61.8 (645)"
33003,"""Carroll, (NH)""",59,"0.0 - 61.8 (645)"
33005,"""Cheshire, (NH)""",57.2,"0.0 - 61.8 (645)"
33009,"""Grafton, (NH)""",59.4,"0.0 - 61.8 (645)"
33011,"""Hillsborough, (NH)""",50.2,"0.0 - 61.8 (645)"
33013,"""Merrimack, (NH)""",53.9,"0.0 - 61.8 (645)"
33015,"""Rockingham, (NH)""",50.9,"0.0 - 61.8 (645)"
33017,"""Strafford, (NH)""",55.8,"0.0 - 61.8 (645)"
33019,"""Sullivan, (NH)""",54,"0.0 - 61.8 (645)"
34017,"""Hudson, (NJ)""",53.9,"0.0 - 61.8 (645)"
36001,"""Albany, (NY)""",50.7,"0.0 - 61.8 (645)"
36005,"""Bronx, (NY)""",48.8,"0.0 - 61.8 (645)"
36021,"""Columbia, (NY)""",48.3,"0.0 - 61.8 (645)"
36027,"""Dutchess, (NY)""",47.1,"0.0 - 61.8 (645)"
36031,"""Essex, (NY)""",52.8,"0.0 - 61.8 (645)"
36047,"""Kings, (NY)""",35.8,"0.0 - 61.8 (645)"
36059,"""Nassau, (NY)""",43.6,"0.0 - 61.8 (645)"
36061,"""New York, (NY)""",32.3,"0.0 - 61.8 (645)"
36079,"""Putnam, (NY)""",45.7,"0.0 - 61.8 (645)"
36081,"""Queens, (NY)""",38.5,"0.0 - 61.8 (645)"
36083,"""Rensselaer, (NY)""",52.5,"0.0 - 61.8 (645)"
36087,"""Rockland, (NY)""",47.4,"0.0 - 61.8 (645)"
36091,"""Saratoga, (NY)""",56,"0.0 - 61.8 (645)"
36093,"""Schenectady, (NY)""",58.8,"0.0 - 61.8 (645)"
36103,"""Suffolk, (NY)""",46.8,"0.0 - 61.8 (645)"
36113,"""Warren, (NY)""",56.5,"0.0 - 61.8 (645)"
36115,"""Washington, (NY)""",55.5,"0.0 - 61.8 (645)"
36119,"""Westchester, (NY)""",45.9,"0.0 - 61.8 (645)"
44001,"""Bristol, (RI)""",53.8,"0.0 - 61.8 (645)"
44003,"""Kent, (RI)""",55.9,"0.0 - 61.8 (645)"
44005,"""Newport, (RI)""",48.8,"0.0 - 61.8 (645)"
44007,"""Providence, (RI)""",56,"0.0 - 61.8 (645)"
44009,"""Washington, (RI)""",56.2,"0.0 - 61.8 (645)"
50001,"""Addison, (VT)""",56.5,"0.0 - 61.8 (645)"
50003,"""Bennington, (VT)""",58,"0.0 - 61.8 (645)"
50005,"""Caledonia, (VT)""",57.2,"0.0 - 61.8 (645)"
50007,"""Chittenden, (VT)""",52.2,"0.0 - 61.8 (645)"
50015,"""Lamoille, (VT)""",53.4,"0.0 - 61.8 (645)"
50017,"""Orange, (VT)""",58.2,"0.0 - 61.8 (645)"
50021,"""Rutland, (VT)""",59.6,"0.0 - 61.8 (645)"
50023,"""Washington, (VT)""",56,"0.0 - 61.8 (645)"
50025,"""Windham, (VT)""",57.1,"0.0 - 61.8 (645)"
50027,"""Windsor, (VT)""",60.1,"0.0 - 61.8 (645)"
23003,"""Aroostook, (ME)""",64.1,"61.9 - 70.5 (645)"
23007,"""Franklin, (ME)""",78,"78.0 - 88.4 (638)"
23009,"""Hancock, (ME)""",66.9,"61.9 - 70.5 (645)"
23019,"""Penobscot, (ME)""",65.4,"61.9 - 70.5 (645)"
23021,"""Piscataquis, (ME)""",63.9,"61.9 - 70.5 (645)"
23025,"""Somerset, (ME)""",66.9,"61.9 - 70.5 (645)"
23029,"""Washington, (ME)""",64.8,"61.9 - 70.5 (645)"
26001,"""Alcona, (MI)""",91.5,"88.5 - 173.8 (642)"
26003,"""Alger, (MI)""",69.3,"61.9 - 70.5 (645)"
26007,"""Alpena, (MI)""",96.5,"88.5 - 173.8 (642)"
26009,"""Antrim, (MI)""",86,"78.0 - 88.4 (638)"
26013,"""Baraga, (MI)""",76.8,"70.6 - 77.9 (646)"
26029,"""Charlevoix, (MI)""",87,"78.0 - 88.4 (638)"
26031,"""Cheboygan, (MI)""",92,"88.5 - 173.8 (642)"
26033,"""Chippewa, (MI)""",68.9,"61.9 - 70.5 (645)"
26039,"""Crawford, (MI)""",75.9,"70.6 - 77.9 (646)"
26041,"""Delta, (MI)""",65.7,"61.9 - 70.5 (645)"
26043,"""Dickinson, (MI)""",80.1,"78.0 - 88.4 (638)"
26047,"""Emmet, (MI)""",86.6,"78.0 - 88.4 (638)"
26053,"""Gogebic, (MI)""",78.2,"78.0 - 88.4 (638)"
26055,"""Grand Traverse, (MI)""",92.3,"88.5 - 173.8 (642)"
26061,"""Houghton, (MI)""",80.4,"78.0 - 88.4 (638)"
26071,"""Iron, (MI)""",75.1,"70.6 - 77.9 (646)"
26079,"""Kalkaska, (MI)""",83.6,"78.0 - 88.4 (638)"
26083,"""Keweenaw, (MI)""",75.9,"70.6 - 77.9 (646)"
26089,"""Leelanau, (MI)""",75,"70.6 - 77.9 (646)"
26095,"""Luce, (MI)""",69.4,"61.9 - 70.5 (645)"
26097,"""Mackinac, (MI)""",71.3,"70.6 - 77.9 (646)"
26103,"""Marquette, (MI)""",72.2,"70.6 - 77.9 (646)"
26109,"""Menominee, (MI)""",58,"0.0 - 61.8 (645)"
26119,"""Montmorency, (MI)""",97.2,"88.5 - 173.8 (642)"
26131,"""Ontonagon, (MI)""",84.4,"78.0 - 88.4 (638)"
26135,"""Oscoda, (MI)""",97.3,"88.5 - 173.8 (642)"
26137,"""Otsego, (MI)""",96.6,"88.5 - 173.8 (642)"
26141,"""Presque Isle, (MI)""",91.5,"88.5 - 173.8 (642)"
26153,"""Schoolcraft, (MI)""",63.6,"61.9 - 70.5 (645)"
27001,"""Aitkin, (MN)""",65.8,"61.9 - 70.5 (645)"
27003,"""Anoka, (MN)""",57.3,"0.0 - 61.8 (645)"
27017,"""Carlton, (MN)""",74.2,"70.6 - 77.9 (646)"
27025,"""Chisago, (MN)""",62,"61.9 - 70.5 (645)"
27031,"""Cook, (MN)""",72.5,"70.6 - 77.9 (646)"
27037,"""Dakota, (MN)""",62.9,"61.9 - 70.5 (645)"
27053,"""Hennepin, (MN)""",61.7,"0.0 - 61.8 (645)"
27059,"""Isanti, (MN)""",66.5,"61.9 - 70.5 (645)"
27065,"""Kanabec, (MN)""",62.7,"61.9 - 70.5 (645)"
27075,"""Lake, (MN)""",78.3,"78.0 - 88.4 (638)"
27095,"""Mille Lacs, (MN)""",67.2,"61.9 - 70.5 (645)"
27115,"""Pine, (MN)""",67,"61.9 - 70.5 (645)"
27123,"""Ramsey, (MN)""",74.4,"70.6 - 77.9 (646)"
27137,"""St. Louis, (MN)""",74.7,"70.6 - 77.9 (646)"
27139,"""Scott, (MN)""",61.8,"0.0 - 61.8 (645)"
27163,"""Washington, (MN)""",59.4,"0.0 - 61.8 (645)"
33007,"""Coos, (NH)""",60.2,"0.0 - 61.8 (645)"
36019,"""Clinton, (NY)""",57.9,"0.0 - 61.8 (645)"
